,strain,pool
20737,leaf_11909,validation
20738,leaf_4857,validation
20739,leaf_7963,validation
20740,leaf_5085,validation
20741,leaf_20200,validation
20742,leaf_1833,validation
20743,leaf_3507,validation
20744,leaf_19592,validation
20745,leaf_20490,validation
20746,leaf_18338,validation
20747,leaf_781,validation
20748,leaf_8900,validation
20749,leaf_12972,validation
20750,leaf_8382,validation
20751,leaf_18219,validation
20752,leaf_13519,validation
20753,leaf_12621,validation
20754,leaf_10936,validation
20755,leaf_16800,validation
20756,leaf_21136,validation
20757,leaf_17571,validation
20758,leaf_8911,validation
20759,leaf_21545,validation
20760,leaf_16448,validation
20761,leaf_3454,validation
20762,leaf_5981,validation
20763,leaf_11563,validation
20764,leaf_15716,validation
20765,leaf_15699,validation
20766,leaf_5160,validation
20767,leaf_17238,validation
20768,leaf_15240,validation
20769,leaf_14518,validation
20770,leaf_18749,validation
20771,leaf_14407,validation
20772,leaf_3805,validation
20773,leaf_18198,validation
20774,leaf_22504,validation
20775,leaf_9296,validation
20776,leaf_19277,validation
20777,leaf_11004,validation
20778,leaf_15225,validation
20779,leaf_4407,validation
20780,leaf_17303,validation
20781,leaf_4348,validation
20782,leaf_18101,validation
20783,leaf_19279,validation
20784,leaf_15870,validation
20785,leaf_5012,validation
20786,leaf_12140,calibration
20787,leaf_10949,calibration
20788,leaf_118,calibration
20789,leaf_7715,calibration
20790,leaf_6742,calibration
20791,leaf_15812,calibration
20792,leaf_18754,calibration
20793,leaf_17306,calibration
20794,leaf_12735,calibration
20795,leaf_10543,calibration
20796,leaf_13459,calibration
20797,leaf_16395,calibration
20798,leaf_16045,calibration
20799,leaf_22185,calibration
20800,leaf_6986,calibration
20801,leaf_2416,calibration
20802,leaf_3698,calibration
20803,leaf_13429,calibration
20804,leaf_13548,calibration
20805,leaf_8816,calibration
20806,leaf_16578,calibration
20807,leaf_10544,calibration
20808,leaf_22334,calibration
20809,leaf_7737,calibration
20810,leaf_5429,calibration
20811,leaf_2718,calibration
20812,leaf_14322,calibration
20813,leaf_9183,calibration
20814,leaf_4551,calibration
20815,leaf_17102,calibration
20816,leaf_4604,calibration
20817,leaf_7709,calibration
20818,leaf_12829,calibration
20819,leaf_812,calibration
20820,leaf_14775,calibration
20821,leaf_12768,calibration
20822,leaf_7634,calibration
20823,leaf_2989,calibration
20824,leaf_20104,calibration
20825,leaf_14118,calibration
20826,leaf_1155,calibration
20827,leaf_8245,calibration
20828,leaf_10501,calibration
20829,leaf_19470,calibration
20830,leaf_5596,calibration
20831,leaf_1027,calibration
20832,leaf_4309,calibration
20833,leaf_21933,calibration
20834,leaf_6201,calibration
20835,leaf_1774,calibration
20836,leaf_10061,calibration
20837,leaf_2982,calibration
20838,leaf_12242,calibration
20839,leaf_21045,calibration
20840,leaf_11293,calibration
20841,leaf_10633,calibration
20842,leaf_15363,calibration
20843,leaf_19177,calibration
20844,leaf_4316,calibration
20845,leaf_22835,calibration
20846,leaf_10345,calibration
20847,leaf_19253,calibration
20848,leaf_13952,calibration
20849,leaf_14597,calibration
20850,leaf_15317,calibration
20851,leaf_1294,calibration
20852,leaf_5641,calibration
20853,leaf_19075,calibration
20854,leaf_17282,calibration
20855,leaf_6085,calibration
20856,leaf_6367,calibration
20857,leaf_8702,calibration
20858,leaf_15458,calibration
20859,leaf_19723,calibration
20860,leaf_19598,calibration
20861,leaf_8170,calibration
20862,leaf_20603,calibration
20863,leaf_19375,calibration
20864,leaf_2818,calibration
20865,leaf_8072,calibration
20866,leaf_6075,calibration
20867,leaf_19342,calibration
20868,leaf_1698,calibration
20869,leaf_15344,calibration
20870,leaf_5438,calibration
20871,leaf_11784,calibration
20872,leaf_5894,calibration
20873,leaf_18103,calibration
20874,leaf_14682,calibration
20875,leaf_1558,calibration
20876,leaf_9779,calibration
20877,leaf_19976,calibration
20878,leaf_22227,calibration
20879,leaf_14893,calibration
20880,leaf_7047,calibration
20881,leaf_142,calibration
20882,leaf_7820,calibration
20883,leaf_4945,calibration
20884,leaf_16523,calibration
20885,leaf_3549,calibration
20886,leaf_15740,calibration
20887,leaf_6065,calibration
20888,leaf_6326,calibration
20889,leaf_5522,calibration
20890,leaf_19739,calibration
20891,leaf_8288,calibration
20892,leaf_8373,calibration
20893,leaf_20496,calibration
20894,leaf_5618,calibration
20895,leaf_3755,calibration
20896,leaf_6731,calibration
20897,leaf_385,calibration
20898,leaf_4759,calibration
20899,leaf_9898,calibration
20900,leaf_7420,calibration
20901,leaf_4592,calibration
20902,leaf_19551,calibration
20903,leaf_5823,calibration
20904,leaf_1117,calibration
20905,leaf_1342,calibration
20906,leaf_18961,calibration
20907,leaf_11620,calibration
20908,leaf_6257,calibration
20909,leaf_18537,calibration
20910,leaf_15181,calibration
20911,leaf_19398,calibration
20912,leaf_16369,calibration
20913,leaf_3222,calibration
20914,leaf_11558,calibration
20915,leaf_1160,calibration
20916,leaf_14614,calibration
20917,leaf_20556,calibration
20918,leaf_13191,calibration
20919,leaf_8904,calibration
20920,leaf_12727,calibration
20921,leaf_7153,calibration
20922,leaf_11637,calibration
20923,leaf_17363,calibration
20924,leaf_11108,calibration
20925,leaf_20028,calibration
20926,leaf_16059,calibration
20927,leaf_12660,calibration
20928,leaf_8744,calibration
20929,leaf_6943,calibration
20930,leaf_9,calibration
20931,leaf_16767,calibration
20932,leaf_16530,calibration
20933,leaf_11520,calibration
20934,leaf_1651,calibration
20935,leaf_11248,calibration
20936,leaf_11715,calibration
20937,leaf_1519,calibration
20938,leaf_1716,calibration
20939,leaf_2088,calibration
20940,leaf_14243,calibration
20941,leaf_19776,calibration
20942,leaf_20348,calibration
20943,leaf_950,calibration
20944,leaf_5707,calibration
20945,leaf_9811,calibration
20946,leaf_20992,calibration
20947,leaf_11899,calibration
20948,leaf_18344,calibration
20949,leaf_2745,calibration
20950,leaf_16212,calibration
20951,leaf_12669,calibration
20952,leaf_5187,calibration
20953,leaf_2062,calibration
20954,leaf_8434,calibration
20955,leaf_20060,calibration
20956,leaf_17955,calibration
20957,leaf_1632,calibration
20958,leaf_5113,calibration
20959,leaf_3890,calibration
20960,leaf_20224,calibration
20961,leaf_13237,calibration
20962,leaf_20190,calibration
20963,leaf_7953,calibration
20964,leaf_20830,calibration
20965,leaf_1764,calibration
20966,leaf_19388,calibration
20967,leaf_7410,calibration
20968,leaf_18368,calibration
20969,leaf_4442,calibration
20970,leaf_17217,calibration
20971,leaf_20947,calibration
20972,leaf_13506,calibration
20973,leaf_257,calibration
20974,leaf_8910,calibration
20975,leaf_5134,calibration
20976,leaf_19134,calibration
20977,leaf_22525,calibration
20978,leaf_12514,calibration
20979,leaf_19846,calibration
20980,leaf_17392,calibration
20981,leaf_18757,calibration
20982,leaf_20643,calibration
20983,leaf_4054,calibration
20984,leaf_6744,calibration
20985,leaf_21233,calibration
20986,leaf_6838,calibration
20987,leaf_7643,calibration
20988,leaf_16224,calibration
20989,leaf_12355,calibration
20990,leaf_21859,calibration
20991,leaf_7276,calibration
20992,leaf_11458,calibration
20993,leaf_18592,calibration
20994,leaf_16892,calibration
20995,leaf_5067,calibration
20996,leaf_1752,calibration
20997,leaf_10408,calibration
20998,leaf_6860,calibration
20999,leaf_17877,calibration
21000,leaf_4175,calibration
21001,leaf_5781,calibration
21002,leaf_17463,calibration
21003,leaf_1779,calibration
21004,leaf_557,calibration
21005,leaf_9976,calibration
21006,leaf_1088,calibration
21007,leaf_14863,calibration
21008,leaf_9892,calibration
21009,leaf_12898,calibration
21010,leaf_331,calibration
21011,leaf_13250,calibration
21012,leaf_18281,calibration
21013,leaf_18009,calibration
21014,leaf_15979,calibration
21015,leaf_21032,calibration
21016,leaf_11989,calibration
21017,leaf_16765,calibration
21018,leaf_11692,calibration
21019,leaf_6889,calibration
21020,leaf_17770,calibration
21021,leaf_1761,calibration
21022,leaf_13712,calibration
21023,leaf_3528,calibration
21024,leaf_18424,calibration
21025,leaf_16101,calibration
21026,leaf_9156,calibration
21027,leaf_17097,calibration
21028,leaf_5486,calibration
21029,leaf_8416,calibration
21030,leaf_13836,calibration
21031,leaf_18102,calibration
21032,leaf_15969,calibration
21033,leaf_12177,calibration
21034,leaf_5038,calibration
21035,leaf_17132,calibration
21036,leaf_19210,calibration
21037,leaf_4964,calibration
21038,leaf_19912,calibration
21039,leaf_9322,calibration
21040,leaf_22792,calibration
21041,leaf_1129,calibration
21042,leaf_15549,calibration
21043,leaf_19346,calibration
21044,leaf_4080,calibration
21045,leaf_16624,calibration
21046,leaf_22824,calibration
21047,leaf_9457,calibration
21048,leaf_12968,calibration
21049,leaf_9274,calibration
21050,leaf_8619,calibration
21051,leaf_11457,calibration
21052,leaf_13668,calibration
21053,leaf_21766,calibration
21054,leaf_21994,calibration
21055,leaf_13030,calibration
21056,leaf_16549,calibration
21057,leaf_17397,calibration
21058,leaf_5114,calibration
21059,leaf_4976,calibration
21060,leaf_7025,calibration
21061,leaf_12244,calibration
21062,leaf_15337,calibration
21063,leaf_19225,calibration
21064,leaf_4171,calibration
21065,leaf_8750,calibration
21066,leaf_9198,calibration
21067,leaf_19855,calibration
21068,leaf_2093,calibration
21069,leaf_355,calibration
21070,leaf_18090,calibration
21071,leaf_15918,calibration
21072,leaf_2822,calibration
21073,leaf_14589,calibration
21074,leaf_7212,calibration
21075,leaf_17819,calibration
21076,leaf_18109,calibration
21077,leaf_20092,calibration
21078,leaf_7332,calibration
21079,leaf_15439,calibration
21080,leaf_20080,calibration
21081,leaf_19503,calibration
21082,leaf_5694,calibration
21083,leaf_17052,calibration
21084,leaf_16931,calibration
21085,leaf_18160,calibration
21086,leaf_4269,calibration
21087,leaf_10446,calibration
21088,leaf_1680,calibration
21089,leaf_3375,calibration
21090,leaf_2242,calibration
21091,leaf_8888,calibration
21092,leaf_21051,calibration
21093,leaf_5051,calibration
21094,leaf_18130,calibration
21095,leaf_14033,calibration
21096,leaf_4966,calibration
21097,leaf_14914,calibration
21098,leaf_3007,calibration
21099,leaf_15232,calibration
21100,leaf_19835,calibration
21101,leaf_6698,calibration
21102,leaf_2916,calibration
21103,leaf_21139,calibration
21104,leaf_16823,calibration
21105,leaf_4777,calibration
21106,leaf_6578,calibration
21107,leaf_9471,calibration
21108,leaf_5941,calibration
21109,leaf_20663,calibration
21110,leaf_17281,calibration
21111,leaf_14676,calibration
21112,leaf_1971,calibration
21113,leaf_21012,calibration
21114,leaf_19978,calibration
21115,leaf_17947,calibration
21116,leaf_19327,calibration
21117,leaf_22571,calibration
21118,leaf_13883,calibration
21119,leaf_20467,calibration
21120,leaf_1721,calibration
21121,leaf_17304,calibration
21122,leaf_17899,calibration
21123,leaf_9129,calibration
21124,leaf_22961,calibration
21125,leaf_3821,calibration
21126,leaf_10642,calibration
21127,leaf_11817,calibration
21128,leaf_1445,calibration
21129,leaf_9191,calibration
21130,leaf_11932,calibration
21131,leaf_13745,calibration
21132,leaf_3941,calibration
21133,leaf_2744,calibration
21134,leaf_11250,calibration
21135,leaf_12553,calibration
21136,leaf_15855,calibration
21137,leaf_6963,calibration
21138,leaf_10888,calibration
21139,leaf_2846,calibration
21140,leaf_5787,calibration
21141,leaf_16689,calibration
21142,leaf_16516,calibration
21143,leaf_8295,calibration
21144,leaf_3104,calibration
21145,leaf_7900,calibration
21146,leaf_11597,calibration
21147,leaf_7274,calibration
21148,leaf_22247,calibration
21149,leaf_23082,calibration
21150,leaf_3690,calibration
21151,leaf_12733,calibration
21152,leaf_981,calibration
21153,leaf_9967,calibration
21154,leaf_17239,calibration
21155,leaf_22798,calibration
21156,leaf_23034,calibration
21157,leaf_12814,calibration
21158,leaf_17225,calibration
21159,leaf_12643,calibration
21160,leaf_8361,calibration
21161,leaf_12570,calibration
21162,leaf_4941,calibration
21163,leaf_16612,calibration
21164,leaf_10294,calibration
21165,leaf_17430,calibration
21166,leaf_14491,calibration
21167,leaf_5749,calibration
21168,leaf_2161,calibration
21169,leaf_16108,calibration
21170,leaf_6407,calibration
21171,leaf_13158,calibration
21172,leaf_13037,calibration
21173,leaf_22164,calibration
21174,leaf_10914,calibration
21175,leaf_16035,calibration
21176,leaf_19124,calibration
21177,leaf_18110,calibration
21178,leaf_10793,calibration
21179,leaf_6185,calibration
21180,leaf_6652,calibration
21181,leaf_2413,calibration
21182,leaf_5087,calibration
21183,leaf_18479,calibration
21184,leaf_13269,calibration
21185,leaf_3864,calibration
21186,leaf_11392,calibration
21187,leaf_3720,calibration
21188,leaf_569,calibration
21189,leaf_21983,calibration
21190,leaf_14903,calibration
21191,leaf_18271,calibration
21192,leaf_9195,calibration
21193,leaf_16009,calibration
21194,leaf_14834,calibration
21195,leaf_14615,calibration
21196,leaf_7550,calibration
21197,leaf_13072,calibration
21198,leaf_19783,calibration
21199,leaf_14188,calibration
21200,leaf_2743,calibration
21201,leaf_2936,calibration
21202,leaf_195,calibration
21203,leaf_5097,calibration
21204,leaf_9311,calibration
21205,leaf_3713,calibration
21206,leaf_2794,calibration
21207,leaf_7325,calibration
21208,leaf_20113,calibration
21209,leaf_16913,calibration
21210,leaf_2524,calibration
21211,leaf_8351,calibration
21212,leaf_12904,calibration
21213,leaf_19133,calibration
21214,leaf_9199,calibration
21215,leaf_22882,calibration
21216,leaf_9002,calibration
21217,leaf_6562,calibration
21218,leaf_9791,calibration
21219,leaf_6168,calibration
21220,leaf_2119,calibration
21221,leaf_522,calibration
21222,leaf_15204,calibration
21223,leaf_2523,calibration
21224,leaf_9271,calibration
21225,leaf_8523,calibration
21226,leaf_14457,calibration
21227,leaf_2087,calibration
21228,leaf_5007,calibration
21229,leaf_13861,calibration
21230,leaf_21875,calibration
21231,leaf_19476,calibration
21232,leaf_9552,calibration
21233,leaf_3299,calibration
21234,leaf_16766,calibration
21235,leaf_17691,calibration
21236,leaf_4308,calibration
21237,leaf_16061,calibration
21238,leaf_7202,calibration
21239,leaf_4827,calibration
21240,leaf_2658,calibration
21241,leaf_9233,calibration
21242,leaf_12831,calibration
21243,leaf_12729,calibration
21244,leaf_982,calibration
21245,leaf_18039,calibration
21246,leaf_221,calibration
21247,leaf_22965,calibration
21248,leaf_9223,calibration
21249,leaf_12501,calibration
21250,leaf_19044,calibration
21251,leaf_20430,calibration
21252,leaf_22783,calibration
21253,leaf_9285,calibration
21254,leaf_8129,calibration
21255,leaf_12185,calibration
21256,leaf_12833,calibration
21257,leaf_6749,calibration
21258,leaf_11418,calibration
21259,leaf_3872,calibration
21260,leaf_14967,calibration
21261,leaf_11644,calibration
21262,leaf_11766,calibration
21263,leaf_8632,calibration
21264,leaf_20387,calibration
21265,leaf_10303,calibration
21266,leaf_13500,calibration
21267,leaf_15664,calibration
21268,leaf_4034,calibration
21269,leaf_6915,calibration
21270,leaf_4982,calibration
21271,leaf_23041,calibration
21272,leaf_8429,calibration
21273,leaf_17251,calibration
21274,leaf_8420,calibration
